7.009691314591199873e-01,7.276300636419352763e-02,8.218600592903562152e-01,7.062422271564962051e-01,8.134878064189976499e-02
4.926251042908591504e-01,1.135364476741906881e-02,4.686606419941262702e-01,5.630327568183735032e-02,1.188179162680719214e-01
1.007780013774266514e-01,1.822182565154972789e-02,9.444296075592839568e-02,6.830067734163568494e-01,7.118864846022898707e-02
1.429916820528358556e-01,7.615106317174722417e-01,6.182180633162610572e-01,1.011226761227902449e-01,8.410680611499743442e-02
3.193136375904148672e-01,9.500619670508049230e-01,9.506071469375561023e-01,5.734378881232861103e-01,6.318372121697992672e-01
3.142918568673425117e-02,6.364104112637803956e-01,3.143559810763266738e-01,5.085706911647027706e-01,9.075664739260930203e-01
5.168172116860769716e-02,5.313546315681479948e-01,5.406351216101065171e-01,6.374299014982065525e-01,7.260913337226615472e-01
6.424192782063156137e-01,2.651131054162181311e-02,5.857755812734632972e-01,9.402302414249575913e-01,5.754741778758789561e-01
7.722447692966574184e-01,1.987156815341724059e-01,5.522117123602399147e-03,8.154614284548341585e-01,7.068573438476171145e-01
1.175262467771048813e-01,6.492103021160635645e-01,7.460448792654232886e-01,5.833687650971596250e-01,9.621725484745419221e-01
5.568012624583501546e-01,9.361547741607809670e-01,6.960297966749730003e-01,5.700611700893649658e-01,9.717649377076853501e-02
